name,calories,protein_g,carbs_g,fat_g,fibre_g,food_group,diet_type,source
"Ginger candy (Adrak ki candy)",196,0.7,50.4,0.3,1.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Mango pickle (Aam ka achaar)",192,1.6,8.1,17.9,3.7,"Fruits","vegetarian","INDB_Kaggle"
"Mixed vegetable pickle (Sabziyoon ka achaar)",211,1.9,7.5,19.7,2.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Sweet lemon pickle (Neembu ka meetha achaar)",70,1.2,16.9,0.2,2.1,"Sweets","vegetarian","INDB_Kaggle"
"Plum chutney (Aloo bukhara ki chutney)",177,0.5,45,0.3,1.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Raw mango chutney (Kachhe aam/Kairi ki chutney)",193,0.5,49.9,0.2,2.2,"Fruits","vegetarian","INDB_Kaggle"
"Tomato sauce",34,0.8,7.2,0.3,1.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Tomato puree",21,0.8,3.7,0.3,1.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Garam masala",254,9.9,26.2,11,35.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Chat masala",223,8.2,23.9,9.9,18.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Kashmiri masala",389,8.3,23.2,31,12.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Rasam powder (Rasam masala)",268,12,25.2,11.8,35.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Sambar powder (Sambar masala)",297,12.5,23.4,15.6,34.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Tartare sauce",611,1.4,3,66.1,0.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Barbeque sauce",122,1,20.5,4.5,0.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Bread sauce",111,3.5,8.7,7.1,0.6,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Green chilli sauce",46,1.3,7.4,0.3,1.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Home made plain noodles",239,6.2,44.5,3.6,1.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Dal moong",44,2.2,4.9,1.6,1.1,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Cumin seeds baghar (Jeera baghar/tadka)",737,3.3,5.2,78.8,6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Onion tomato baghar (Pyaaz tamatar ka tadka)",138,1.3,6.2,12,2.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Mustard seeds baghar (Mustard seed tadka)",553,4.7,10.5,54.3,9.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Hot cherry sauce",253,0.1,68,0.1,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Apple jelly (Seb ki jelly)",152,0.1,39.4,0.2,0.9,"Fruits","vegetarian","INDB_Kaggle"
"Marmalade (Murabba)",144,0.2,37.6,0,0.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Plum squash (Aloo bukhara squash)",211,0.2,55.5,0.1,0.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Lemon green chilli pickle (Nimboo aur hari mirch ka achaar)",14,0.9,2.1,0.2,1.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Brinjal pickle (Baingan ka achaar)",139,2.2,4.2,13,4.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Sweet and sour tomato pickle (Khatta meetha tamatar ka achaar)",61,1.3,6.6,3.2,2.2,"Sweets","vegetarian","INDB_Kaggle"
"Jhatpat achar with carrot (Jhatpat achaar gajar ke saath)",91,2,6.3,6.6,5.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Tomato chutney (Tamatar ki chutney)",176,1,31.9,6,1.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Tomato ketchup",33,0.9,6.5,0.3,1.9,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Bengal 5 Spice Blend (Panch Phoran)",290,18.3,20,22.2,18.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Paneer (Cottage Cheese)",265,18.3,3.4,20.8,0,"Dairy","vegetarian","ICMR_Curated"
"Boiled Eggs (2)",155,13,1.1,11,0,"Eggs","non-vegetarian","ICMR_Curated"
"Egg White (100g)",52,10.9,0.7,0.2,0,"Eggs","non-vegetarian","ICMR_Curated"
"Chicken Breast (100g, grilled)",165,31,0,3.6,0,"Meat & Poultry","non-vegetarian","ICMR_Curated"
"Moong Dal (cooked, 1 cup)",212,14.2,38.7,0.8,15.4,"Pulses & Legumes","vegetarian","ICMR_Curated"
"Rajma (cooked, 1 cup)",225,15.3,40.4,0.9,13.1,"Pulses & Legumes","vegetarian","ICMR_Curated"
"Chana Dal (cooked, 1 cup)",189,10.7,32.9,1.5,8,"Pulses & Legumes","vegetarian","ICMR_Curated"
"Soya Chunks (100g dry)",345,52,33,0.5,13,"Soy Products","vegetarian","ICMR_Curated"
"Tofu (100g)",80,8,1.9,4.5,0.3,"Soy Products","vegetarian","ICMR_Curated"
"Low-fat Curd / Dahi (1 cup)",98,8.5,7,2.6,0,"Dairy","vegetarian","ICMR_Curated"
"Skimmed Milk (1 cup)",83,8.2,12.2,0.2,0,"Dairy","vegetarian","ICMR_Curated"
"Fish (Surmai/Kingfish, 100g)",103,19.5,0,2.8,0,"Fish & Seafood","non-vegetarian","ICMR_Curated"
"Chickpeas / Chole (cooked, 1 cup)",269,14.5,45,4.2,12.5,"Pulses & Legumes","vegetarian","ICMR_Curated"
"Sprouts (Moong, 1 cup)",62,5,11,0.5,1.8,"Sprouts","vegetarian","ICMR_Curated"
"Brown Rice (cooked, 1 cup)",216,5,45,1.8,3.5,"Cereals & Grains","vegetarian","ICMR_Curated"
"White Rice (cooked, 1 cup)",204,4.2,44.5,0.4,0.6,"Cereals & Grains","vegetarian","ICMR_Curated"
"Whole Wheat Roti (1 medium)",104,3,22,0.4,2.5,"Bread & Rotis","vegetarian","ICMR_Curated"
"Oats (dry, 50g)",189,6.7,33,3.5,4.5,"Cereals & Grains","vegetarian","ICMR_Curated"
"Banana (medium)",89,1.1,23,0.3,2.6,"Fruits","vegetarian","ICMR_Curated"
"Sweet Potato (100g, boiled)",86,1.6,20.1,0.1,3,"Vegetables","vegetarian","ICMR_Curated"
"Almonds / Badam (25g)",144,5.2,5.4,12.4,3,"Nuts & Seeds","vegetarian","ICMR_Curated"
"Peanuts (roasted, 30g)",170,7.8,5,14.5,2.4,"Nuts & Seeds","vegetarian","ICMR_Curated"
"Makhana (Fox Nuts, 30g)",106,3.8,23.5,0.1,0.4,"Nuts & Seeds","vegetarian","ICMR_Curated"
"Besan Chilla (2 medium)",230,12,28,7,4,"Breakfast","vegetarian","ICMR_Curated"
"Moong Dal Dosa (2 medium)",210,11,30,5,3,"Breakfast","vegetarian","ICMR_Curated"
"Poha with Peanuts (1 plate)",250,7,42,5.5,2,"Breakfast","vegetarian","ICMR_Curated"
"Idli with Sambar (3 idli)",195,8.5,38,1.5,3.5,"Breakfast","vegetarian","ICMR_Curated"
"Egg Bhurji with 2 Roti",340,18,38,12,3,"Breakfast","non-vegetarian","ICMR_Curated"
"Dal Tadka with Rice (1 bowl)",380,16,64,7,8,"Lunch/Dinner","vegetarian","ICMR_Curated"
"Palak Paneer with 2 Roti",420,20,36,18,5,"Lunch/Dinner","vegetarian","ICMR_Curated"
"Rajma Chawal (1 plate)",450,18,78,6,12,"Lunch/Dinner","vegetarian","ICMR_Curated"
"Chicken Curry with 2 Roti",490,34,42,16,3,"Lunch/Dinner","non-vegetarian","ICMR_Curated"
"Vegetable Upma (1 bowl)",215,5,38,5.5,3,"Breakfast","vegetarian","ICMR_Curated"
"Dhokla (4 pieces)",220,8,38,3,2,"Snacks","vegetarian","ICMR_Curated"
"Chole Bhature (1 plate)",580,16,76,24,8,"Lunch/Dinner","vegetarian","ICMR_Curated"
"Masala Oats (1 bowl)",260,9,40,7,5,"Breakfast","vegetarian","ICMR_Curated"
"Paneer Bhurji with 2 Roti",430,22,38,20,3.5,"Breakfast","vegetarian","ICMR_Curated"
"Moong Dal Khichdi (1 bowl)",290,12,52,4,6,"Lunch/Dinner","vegetarian","ICMR_Curated"
"Roasted Chana (30g)",110,7,16,2.5,3.5,"Snacks","vegetarian","ICMR_Curated"
"Fruit Chaat (1 bowl)",130,2,32,0.5,4,"Snacks","vegetarian","ICMR_Curated"
"Buttermilk / Chaas (1 glass)",40,3.5,4.5,0.5,0,"Beverages","vegetarian","ICMR_Curated"
"Coconut Water (1 glass)",45,1.7,8.9,0.5,1.1,"Beverages","vegetarian","ICMR_Curated"
"Protein Lassi (curd + milk)",178,12,18,4.5,0,"Beverages","vegetarian","ICMR_Curated"
